"sect","cell","slot","disc","elem","index","doorsid","model","essname","len[mm]","r[mm]","s,s[mm]","MCS,s,x[mm]","MCS,s,y[mm]","MCS,s,z[mm]","s,m[mm]","MCS,m,x[mm]","MCS,m,y[mm]","MCS,m,z[mm]","s,e[mm]","MCS,e,x[mm]","MCS,e,y[mm]","MCS,e,z[mm]","TCS,s,x[mm]","TCS,s,y[mm]","TCS,s,z[mm]","TCS,m,x[mm]","TCS,m,y[mm]","TCS,m,z[mm]","TCS,e,x[mm]","TCS,e,y[mm]","TCS,e,z[mm]"
"HBL","160","Crm","EMR","Cav","001","","","HBL-160Crm:EMR-Cav-001",1500.0,80.0,312483.918,0.0,0.0,312483.918,313233.918,0.0,0.0,313233.918,313983.918,0.0,0.0,313983.918,0.0,-4500.0,-290143.236,0.0,-4500.0,-289393.236,0.0,-4500.0,-288643.236
"HBL","160","Crm","EMR","Cav","002","","","HBL-160Crm:EMR-Cav-002",1500.0,80.0,313983.918,0.0,0.0,313983.918,314733.918,0.0,0.0,314733.918,315483.918,0.0,0.0,315483.918,0.0,-4500.0,-288643.236,0.0,-4500.0,-287893.236,0.0,-4500.0,-287143.236
"HBL","160","Crm","EMR","Cav","003","","","HBL-160Crm:EMR-Cav-003",1500.0,80.0,315483.918,0.0,0.0,315483.918,316233.918,0.0,0.0,316233.918,316983.918,0.0,0.0,316983.918,0.0,-4500.0,-287143.236,0.0,-4500.0,-286393.236,0.0,-4500.0,-285643.236
"HBL","160","Crm","EMR","Cav","004","","","HBL-160Crm:EMR-Cav-004",1500.0,80.0,316983.918,0.0,0.0,316983.918,317733.918,0.0,0.0,317733.918,318483.918,0.0,0.0,318483.918,0.0,-4500.0,-285643.236,0.0,-4500.0,-284893.236,0.0,-4500.0,-284143.236
"HBL","160","Crm","","Drf","002","","","",293.8,50.0314,318483.918,0.0,0.0,318483.918,318630.818,0.0,0.0,318630.818,318777.718,0.0,0.0,318777.718,0.0,-4500.0,-284143.236,0.0,-4500.0,-283996.336,0.0,-4500.0,-283849.436
"HBL","170","LWU","","Drf","001","","","",251.2,50.0,318777.718,0.0,0.0,318777.718,318903.318,0.0,0.0,318903.318,319028.918,0.0,0.0,319028.918,0.0,-4500.0,-283849.436,0.0,-4500.0,-283723.836,0.0,-4500.0,-283598.236
"HBL","170","LWU","PBI","BLM","001","BLM1","ICBLM","HBL-170LWU:PBI-BLM-001",0.0,50.0,319028.918,0.0,0.0,319028.918,319028.918,0.0,0.0,319028.918,319028.918,0.0,0.0,319028.918,0.0,-4500.0,-283598.236,0.0,-4500.0,-283598.236,0.0,-4500.0,-283598.236
"HBL","170","LWU","BMD","QH","001","","","HBL-170LWU:BMD-QH-001",350.0,50.0,319028.918,0.0,0.0,319028.918,319203.918,0.0,0.0,319203.918,319378.918,0.0,0.0,319378.918,0.0,-4500.0,-283598.236,0.0,-4500.0,-283423.236,0.0,-4500.0,-283248.236
"HBL","170","LWU","","Drf","002","","","",608.0,50.0,319378.918,0.0,0.0,319378.918,319682.918,0.0,0.0,319682.918,319986.918,0.0,0.0,319986.918,0.0,-4500.0,-283248.236,0.0,-4500.0,-282944.236,0.0,-4500.0,-282640.236
"HBL","170","LWU","BMD","CX","001","","","HBL-170LWU:BMD-CX-001",0.0,50.0,319986.918,0.0,0.0,319986.918,319986.918,0.0,0.0,319986.918,319986.918,0.0,0.0,319986.918,0.0,-4500.0,-282640.236,0.0,-4500.0,-282640.236,0.0,-4500.0,-282640.236
"HBL","170","LWU","","Drf","003","","","",82.2,50.0,319986.918,0.0,0.0,319986.918,320028.018,0.0,0.0,320028.018,320069.118,0.0,0.0,320069.118,0.0,-4500.0,-282640.236,0.0,-4500.0,-282599.136,0.0,-4500.0,-282558.036
"HBL","170","LWU","PBI","BPM","001","BPM6","BPM","HBL-170LWU:PBI-BPM-001",0.0,50.0,320069.118,0.0,0.0,320069.118,320069.118,0.0,0.0,320069.118,320069.118,0.0,0.0,320069.118,0.0,-4500.0,-282558.036,0.0,-4500.0,-282558.036,0.0,-4500.0,-282558.036
"HBL","170","LWU","","Drf","004","","","",39.8,50.0,320069.118,0.0,0.0,320069.118,320089.018,0.0,0.0,320089.018,320108.918,0.0,0.0,320108.918,0.0,-4500.0,-282558.036,0.0,-4500.0,-282538.136,0.0,-4500.0,-282518.236
"HBL","170","LWU","BMD","QV","001","","","HBL-170LWU:BMD-QV-001",350.0,50.0,320108.918,0.0,0.0,320108.918,320283.918,0.0,0.0,320283.918,320458.918,0.0,0.0,320458.918,0.0,-4500.0,-282518.236,0.0,-4500.0,-282343.236,0.0,-4500.0,-282168.236
"HBL","170","LWU","PBI","BLM","002","BLM1","ICBLM","HBL-170LWU:PBI-BLM-002",0.0,50.0,320458.918,0.0,0.0,320458.918,320458.918,0.0,0.0,320458.918,320458.918,0.0,0.0,320458.918,0.0,-4500.0,-282168.236,0.0,-4500.0,-282168.236,0.0,-4500.0,-282168.236
"HBL","170","LWU","","Drf","005","","","",251.2,50.0,320458.918,0.0,0.0,320458.918,320584.518,0.0,0.0,320584.518,320710.118,0.0,0.0,320710.118,0.0,-4500.0,-282168.236,0.0,-4500.0,-282042.636,0.0,-4500.0,-281917.036
"HBL","170","LWU","PBI","BLM","003","BLM1","ICBLM","HBL-170LWU:PBI-BLM-003",0.0,50.0,320710.118,0.0,0.0,320710.118,320710.118,0.0,0.0,320710.118,320710.118,0.0,0.0,320710.118,0.0,-4500.0,-281917.036,0.0,-4500.0,-281917.036,0.0,-4500.0,-281917.036
"HBL","170","Crm","PBI","BLM","001","BLM1","ICBLM","HBL-170Crm:PBI-BLM-001",0.0,50.0,320710.118,0.0,0.0,320710.118,320710.118,0.0,0.0,320710.118,320710.118,0.0,0.0,320710.118,0.0,-4500.0,-281917.036,0.0,-4500.0,-281917.036,0.0,-4500.0,-281917.036
"HBL","170","Crm","","Drf","001","","","",293.8,50.0314,320710.118,0.0,0.0,320710.118,320857.018,0.0,0.0,320857.018,321003.918,0.0,0.0,321003.918,0.0,-4500.0,-281917.036,0.0,-4500.0,-281770.136,0.0,-4500.0,-281623.236
"HBL","170","Crm","EMR","Cav","001","","","HBL-170Crm:EMR-Cav-001",1500.0,80.0,321003.918,0.0,0.0,321003.918,321753.918,0.0,0.0,321753.918,322503.918,0.0,0.0,322503.918,0.0,-4500.0,-281623.236,0.0,-4500.0,-280873.236,0.0,-4500.0,-280123.236
"HBL","170","Crm","EMR","Cav","002","","","HBL-170Crm:EMR-Cav-002",1500.0,80.0,322503.918,0.0,0.0,322503.918,323253.918,0.0,0.0,323253.918,324003.918,0.0,0.0,324003.918,0.0,-4500.0,-280123.236,0.0,-4500.0,-279373.236,0.0,-4500.0,-278623.236
"HBL","170","Crm","EMR","Cav","003","","","HBL-170Crm:EMR-Cav-003",1500.0,80.0,324003.918,0.0,0.0,324003.918,324753.918,0.0,0.0,324753.918,325503.918,0.0,0.0,325503.918,0.0,-4500.0,-278623.236,0.0,-4500.0,-277873.236,0.0,-4500.0,-277123.236
"HBL","170","Crm","EMR","Cav","004","","","HBL-170Crm:EMR-Cav-004",1500.0,80.0,325503.918,0.0,0.0,325503.918,326253.918,0.0,0.0,326253.918,327003.918,0.0,0.0,327003.918,0.0,-4500.0,-277123.236,0.0,-4500.0,-276373.236,0.0,-4500.0,-275623.236
"HBL","170","Crm","","Drf","002","","","",293.8,50.0314,327003.918,0.0,0.0,327003.918,327150.818,0.0,0.0,327150.818,327297.718,0.0,0.0,327297.718,0.0,-4500.0,-275623.236,0.0,-4500.0,-275476.336,0.0,-4500.0,-275329.436
"HBL","180","LWU","","Drf","001","","","",251.2,50.0,327297.718,0.0,0.0,327297.718,327423.318,0.0,0.0,327423.318,327548.918,0.0,0.0,327548.918,0.0,-4500.0,-275329.436,0.0,-4500.0,-275203.836,0.0,-4500.0,-275078.236
"HBL","180","LWU","PBI","BLM","001","BLM1","ICBLM","HBL-180LWU:PBI-BLM-001",0.0,50.0,327548.918,0.0,0.0,327548.918,327548.918,0.0,0.0,327548.918,327548.918,0.0,0.0,327548.918,0.0,-4500.0,-275078.236,0.0,-4500.0,-275078.236,0.0,-4500.0,-275078.236
"HBL","180","LWU","BMD","QH","001","","","HBL-180LWU:BMD-QH-001",350.0,50.0,327548.918,0.0,0.0,327548.918,327723.918,0.0,0.0,327723.918,327898.918,0.0,0.0,327898.918,0.0,-4500.0,-275078.236,0.0,-4500.0,-274903.236,0.0,-4500.0,-274728.236
"HBL","180","LWU","","Drf","002","","","",39.8,50.0,327898.918,0.0,0.0,327898.918,327918.818,0.0,0.0,327918.818,327938.718,0.0,0.0,327938.718,0.0,-4500.0,-274728.236,0.0,-4500.0,-274708.336,0.0,-4500.0,-274688.436
"HBL","180","LWU","PBI","BPM","001","BPM6","BPM","HBL-180LWU:PBI-BPM-001",0.0,50.0,327938.718,0.0,0.0,327938.718,327938.718,0.0,0.0,327938.718,327938.718,0.0,0.0,327938.718,0.0,-4500.0,-274688.436,0.0,-4500.0,-274688.436,0.0,-4500.0,-274688.436
"HBL","180","LWU","","Drf","003","","","",82.2,50.0,327938.718,0.0,0.0,327938.718,327979.818,0.0,0.0,327979.818,328020.918,0.0,0.0,328020.918,0.0,-4500.0,-274688.436,0.0,-4500.0,-274647.336,0.0,-4500.0,-274606.236
"HBL","180","LWU","BMD","CX","001","","","HBL-180LWU:BMD-CX-001",0.0,50.0,328020.918,0.0,0.0,328020.918,328020.918,0.0,0.0,328020.918,328020.918,0.0,0.0,328020.918,0.0,-4500.0,-274606.236,0.0,-4500.0,-274606.236,0.0,-4500.0,-274606.236
"HBL","180","LWU","","Drf","004","","","",608.0,50.0,328020.918,0.0,0.0,328020.918,328324.918,0.0,0.0,328324.918,328628.918,0.0,0.0,328628.918,0.0,-4500.0,-274606.236,0.0,-4500.0,-274302.236,0.0,-4500.0,-273998.236
"HBL","180","LWU","BMD","QV","001","","","HBL-180LWU:BMD-QV-001",350.0,50.0,328628.918,0.0,0.0,328628.918,328803.918,0.0,0.0,328803.918,328978.918,0.0,0.0,328978.918,0.0,-4500.0,-273998.236,0.0,-4500.0,-273823.236,0.0,-4500.0,-273648.236
"HBL","180","LWU","PBI","BLM","002","BLM1","ICBLM","HBL-180LWU:PBI-BLM-002",0.0,50.0,328978.918,0.0,0.0,328978.918,328978.918,0.0,0.0,328978.918,328978.918,0.0,0.0,328978.918,0.0,-4500.0,-273648.236,0.0,-4500.0,-273648.236,0.0,-4500.0,-273648.236
"HBL","180","LWU","","Drf","005","","","",251.2,50.0,328978.918,0.0,0.0,328978.918,329104.518,0.0,0.0,329104.518,329230.118,0.0,0.0,329230.118,0.0,-4500.0,-273648.236,0.0,-4500.0,-273522.636,0.0,-4500.0,-273397.036
"HBL","180","LWU","PBI","BLM","003","BLM1","ICBLM","HBL-180LWU:PBI-BLM-003",0.0,50.0,329230.118,0.0,0.0,329230.118,329230.118,0.0,0.0,329230.118,329230.118,0.0,0.0,329230.118,0.0,-4500.0,-273397.036,0.0,-4500.0,-273397.036,0.0,-4500.0,-273397.036
"HBL","180","Crm","PBI","BLM","001","BLM1","ICBLM","HBL-180Crm:PBI-BLM-001",0.0,50.0,329230.118,0.0,0.0,329230.118,329230.118,0.0,0.0,329230.118,329230.118,0.0,0.0,329230.118,0.0,-4500.0,-273397.036,0.0,-4500.0,-273397.036,0.0,-4500.0,-273397.036
"HBL","180","Crm","","Drf","001","","","",293.8,50.0314,329230.118,0.0,0.0,329230.118,329377.018,0.0,0.0,329377.018,329523.918,0.0,0.0,329523.918,0.0,-4500.0,-273397.036,0.0,-4500.0,-273250.136,0.0,-4500.0,-273103.236
"HBL","180","Crm","EMR","Cav","001","","","HBL-180Crm:EMR-Cav-001",1500.0,80.0,329523.918,0.0,0.0,329523.918,330273.918,0.0,0.0,330273.918,331023.918,0.0,0.0,331023.918,0.0,-4500.0,-273103.236,0.0,-4500.0,-272353.236,0.0,-4500.0,-271603.236
"HBL","180","Crm","EMR","Cav","002","","","HBL-180Crm:EMR-Cav-002",1500.0,80.0,331023.918,0.0,0.0,331023.918,331773.918,0.0,0.0,331773.918,332523.918,0.0,0.0,332523.918,0.0,-4500.0,-271603.236,0.0,-4500.0,-270853.236,0.0,-4500.0,-270103.236
"HBL","180","Crm","EMR","Cav","003","","","HBL-180Crm:EMR-Cav-003",1500.0,80.0,332523.918,0.0,0.0,332523.918,333273.918,0.0,0.0,333273.918,334023.918,0.0,0.0,334023.918,0.0,-4500.0,-270103.236,0.0,-4500.0,-269353.236,0.0,-4500.0,-268603.236
"HBL","180","Crm","EMR","Cav","004","","","HBL-180Crm:EMR-Cav-004",1500.0,80.0,334023.918,0.0,0.0,334023.918,334773.918,0.0,0.0,334773.918,335523.918,0.0,0.0,335523.918,0.0,-4500.0,-268603.236,0.0,-4500.0,-267853.236,0.0,-4500.0,-267103.236
"HBL","180","Crm","","Drf","002","","","",293.8,50.0314,335523.918,0.0,0.0,335523.918,335670.818,0.0,0.0,335670.818,335817.718,0.0,0.0,335817.718,0.0,-4500.0,-267103.236,0.0,-4500.0,-266956.336,0.0,-4500.0,-266809.436
"HBL","190","LWU","","Drf","001","","","",251.2,50.0,335817.718,0.0,0.0,335817.718,335943.318,0.0,0.0,335943.318,336068.918,0.0,0.0,336068.918,0.0,-4500.0,-266809.436,0.0,-4500.0,-266683.836,0.0,-4500.0,-266558.236
"HBL","190","LWU","PBI","BLM","001","BLM1","ICBLM","HBL-190LWU:PBI-BLM-001",0.0,50.0,336068.918,0.0,0.0,336068.918,336068.918,0.0,0.0,336068.918,336068.918,0.0,0.0,336068.918,0.0,-4500.0,-266558.236,0.0,-4500.0,-266558.236,0.0,-4500.0,-266558.236
"HBL","190","LWU","BMD","QH","001","","","HBL-190LWU:BMD-QH-001",350.0,50.0,336068.918,0.0,0.0,336068.918,336243.918,0.0,0.0,336243.918,336418.918,0.0,0.0,336418.918,0.0,-4500.0,-266558.236,0.0,-4500.0,-266383.236,0.0,-4500.0,-266208.236
"HBL","190","LWU","","Drf","002","","","",608.0,50.0,336418.918,0.0,0.0,336418.918,336722.918,0.0,0.0,336722.918,337026.918,0.0,0.0,337026.918,0.0,-4500.0,-266208.236,0.0,-4500.0,-265904.236,0.0,-4500.0,-265600.236
"HBL","190","LWU","BMD","CX","001","","","HBL-190LWU:BMD-CX-001",0.0,50.0,337026.918,0.0,0.0,337026.918,337026.918,0.0,0.0,337026.918,337026.918,0.0,0.0,337026.918,0.0,-4500.0,-265600.236,0.0,-4500.0,-265600.236,0.0,-4500.0,-265600.236
"HBL","190","LWU","","Drf","003","","","",82.2,50.0,337026.918,0.0,0.0,337026.918,337068.018,0.0,0.0,337068.018,337109.118,0.0,0.0,337109.118,0.0,-4500.0,-265600.236,0.0,-4500.0,-265559.136,0.0,-4500.0,-265518.036
"HBL","190","LWU","PBI","BPM","001","BPM6","BPM","HBL-190LWU:PBI-BPM-001",0.0,50.0,337109.118,0.0,0.0,337109.118,337109.118,0.0,0.0,337109.118,337109.118,0.0,0.0,337109.118,0.0,-4500.0,-265518.036,0.0,-4500.0,-265518.036,0.0,-4500.0,-265518.036
"HBL","190","LWU","","Drf","004","","","",39.8,50.0,337109.118,0.0,0.0,337109.118,337129.018,0.0,0.0,337129.018,337148.918,0.0,0.0,337148.918,0.0,-4500.0,-265518.036,0.0,-4500.0,-265498.136,0.0,-4500.0,-265478.236
"HBL","190","LWU","BMD","QV","001","","","HBL-190LWU:BMD-QV-001",350.0,50.0,337148.918,0.0,0.0,337148.918,337323.918,0.0,0.0,337323.918,337498.918,0.0,0.0,337498.918,0.0,-4500.0,-265478.236,0.0,-4500.0,-265303.236,0.0,-4500.0,-265128.236
"HBL","190","LWU","PBI","BLM","002","BLM1","ICBLM","HBL-190LWU:PBI-BLM-002",0.0,50.0,337498.918,0.0,0.0,337498.918,337498.918,0.0,0.0,337498.918,337498.918,0.0,0.0,337498.918,0.0,-4500.0,-265128.236,0.0,-4500.0,-265128.236,0.0,-4500.0,-265128.236
"HBL","190","LWU","","Drf","005","","","",251.2,50.0,337498.918,0.0,0.0,337498.918,337624.518,0.0,0.0,337624.518,337750.118,0.0,0.0,337750.118,0.0,-4500.0,-265128.236,0.0,-4500.0,-265002.636,0.0,-4500.0,-264877.036
"HBL","190","LWU","PBI","BLM","003","BLM1","ICBLM","HBL-190LWU:PBI-BLM-003",0.0,50.0,337750.118,0.0,0.0,337750.118,337750.118,0.0,0.0,337750.118,337750.118,0.0,0.0,337750.118,0.0,-4500.0,-264877.036,0.0,-4500.0,-264877.036,0.0,-4500.0,-264877.036
"HBL","190","Crm","PBI","BLM","001","BLM1","ICBLM","HBL-190Crm:PBI-BLM-001",0.0,50.0,337750.118,0.0,0.0,337750.118,337750.118,0.0,0.0,337750.118,337750.118,0.0,0.0,337750.118,0.0,-4500.0,-264877.036,0.0,-4500.0,-264877.036,0.0,-4500.0,-264877.036
"HBL","190","Crm","","Drf","001","","","",293.8,50.0314,337750.118,0.0,0.0,337750.118,337897.018,0.0,0.0,337897.018,338043.918,0.0,0.0,338043.918,0.0,-4500.0,-264877.036,0.0,-4500.0,-264730.136,0.0,-4500.0,-264583.236
"HBL","190","Crm","EMR","Cav","001","","","HBL-190Crm:EMR-Cav-001",1500.0,80.0,338043.918,0.0,0.0,338043.918,338793.918,0.0,0.0,338793.918,339543.918,0.0,0.0,339543.918,0.0,-4500.0,-264583.236,0.0,-4500.0,-263833.236,0.0,-4500.0,-263083.236
"HBL","190","Crm","EMR","Cav","002","","","HBL-190Crm:EMR-Cav-002",1500.0,80.0,339543.918,0.0,0.0,339543.918,340293.918,0.0,0.0,340293.918,341043.918,0.0,0.0,341043.918,0.0,-4500.0,-263083.236,0.0,-4500.0,-262333.236,0.0,-4500.0,-261583.236
"HBL","190","Crm","EMR","Cav","003","","","HBL-190Crm:EMR-Cav-003",1500.0,80.0,341043.918,0.0,0.0,341043.918,341793.918,0.0,0.0,341793.918,342543.918,0.0,0.0,342543.918,0.0,-4500.0,-261583.236,0.0,-4500.0,-260833.236,0.0,-4500.0,-260083.236
"HBL","190","Crm","EMR","Cav","004","","","HBL-190Crm:EMR-Cav-004",1500.0,80.0,342543.918,0.0,0.0,342543.918,343293.918,0.0,0.0,343293.918,344043.918,0.0,0.0,344043.918,0.0,-4500.0,-260083.236,0.0,-4500.0,-259333.236,0.0,-4500.0,-258583.236
"HBL","190","Crm","","Drf","002","","","",293.8,50.0314,344043.918,0.0,0.0,344043.918,344190.818,0.0,0.0,344190.818,344337.718,0.0,0.0,344337.718,0.0,-4500.0,-258583.236,0.0,-4500.0,-258436.336,0.0,-4500.0,-258289.436
"HBL","200","LWU","","Drf","001","","","",251.2,50.0,344337.718,0.0,0.0,344337.718,344463.318,0.0,0.0,344463.318,344588.918,0.0,0.0,344588.918,0.0,-4500.0,-258289.436,0.0,-4500.0,-258163.836,0.0,-4500.0,-258038.236
"HBL","200","LWU","PBI","BLM","001","BLM1","ICBLM","HBL-200LWU:PBI-BLM-001",0.0,50.0,344588.918,0.0,0.0,344588.918,344588.918,0.0,0.0,344588.918,344588.918,0.0,0.0,344588.918,0.0,-4500.0,-258038.236,0.0,-4500.0,-258038.236,0.0,-4500.0,-258038.236
"HBL","200","LWU","BMD","QH","001","","","HBL-200LWU:BMD-QH-001",350.0,50.0,344588.918,0.0,0.0,344588.918,344763.918,0.0,0.0,344763.918,344938.918,0.0,0.0,344938.918,0.0,-4500.0,-258038.236,0.0,-4500.0,-257863.236,0.0,-4500.0,-257688.236
"HBL","200","LWU","","Drf","002","","","",39.8,50.0,344938.918,0.0,0.0,344938.918,344958.818,0.0,0.0,344958.818,344978.718,0.0,0.0,344978.718,0.0,-4500.0,-257688.236,0.0,-4500.0,-257668.336,0.0,-4500.0,-257648.436
"HBL","200","LWU","PBI","BPM","001","BPM6","BPM","HBL-200LWU:PBI-BPM-001",0.0,50.0,344978.718,0.0,0.0,344978.718,344978.718,0.0,0.0,344978.718,344978.718,0.0,0.0,344978.718,0.0,-4500.0,-257648.436,0.0,-4500.0,-257648.436,0.0,-4500.0,-257648.436
"HBL","200","LWU","","Drf","003","","","",82.2,50.0,344978.718,0.0,0.0,344978.718,345019.818,0.0,0.0,345019.818,345060.918,0.0,0.0,345060.918,0.0,-4500.0,-257648.436,0.0,-4500.0,-257607.336,0.0,-4500.0,-257566.236
"HBL","200","LWU","BMD","CX","001","","","HBL-200LWU:BMD-CX-001",0.0,50.0,345060.918,0.0,0.0,345060.918,345060.918,0.0,0.0,345060.918,345060.918,0.0,0.0,345060.918,0.0,-4500.0,-257566.236,0.0,-4500.0,-257566.236,0.0,-4500.0,-257566.236
"HBL","200","LWU","","Drf","004","","","",608.0,50.0,345060.918,0.0,0.0,345060.918,345364.918,0.0,0.0,345364.918,345668.918,0.0,0.0,345668.918,0.0,-4500.0,-257566.236,0.0,-4500.0,-257262.236,0.0,-4500.0,-256958.236
"HBL","200","LWU","BMD","QV","001","","","HBL-200LWU:BMD-QV-001",350.0,50.0,345668.918,0.0,0.0,345668.918,345843.918,0.0,0.0,345843.918,346018.918,0.0,0.0,346018.918,0.0,-4500.0,-256958.236,0.0,-4500.0,-256783.236,0.0,-4500.0,-256608.236
"HBL","200","LWU","PBI","BLM","002","BLM1","ICBLM","HBL-200LWU:PBI-BLM-002",0.0,50.0,346018.918,0.0,0.0,346018.918,346018.918,0.0,0.0,346018.918,346018.918,0.0,0.0,346018.918,0.0,-4500.0,-256608.236,0.0,-4500.0,-256608.236,0.0,-4500.0,-256608.236
"HBL","200","LWU","","Drf","005","","","",251.2,50.0,346018.918,0.0,0.0,346018.918,346144.518,0.0,0.0,346144.518,346270.118,0.0,0.0,346270.118,0.0,-4500.0,-256608.236,0.0,-4500.0,-256482.636,0.0,-4500.0,-256357.036
"HBL","200","LWU","PBI","BLM","003","BLM1","ICBLM","HBL-200LWU:PBI-BLM-003",0.0,50.0,346270.118,0.0,0.0,346270.118,346270.118,0.0,0.0,346270.118,346270.118,0.0,0.0,346270.118,0.0,-4500.0,-256357.036,0.0,-4500.0,-256357.036,0.0,-4500.0,-256357.036
"HBL","200","Crm","PBI","BLM","001","BLM1","ICBLM","HBL-200Crm:PBI-BLM-001",0.0,50.0,346270.118,0.0,0.0,346270.118,346270.118,0.0,0.0,346270.118,346270.118,0.0,0.0,346270.118,0.0,-4500.0,-256357.036,0.0,-4500.0,-256357.036,0.0,-4500.0,-256357.036
"HBL","200","Crm","","Drf","001","","","",293.8,50.0314,346270.118,0.0,0.0,346270.118,346417.018,0.0,0.0,346417.018,346563.918,0.0,0.0,346563.918,0.0,-4500.0,-256357.036,0.0,-4500.0,-256210.136,0.0,-4500.0,-256063.236
"HBL","200","Crm","EMR","Cav","001","","","HBL-200Crm:EMR-Cav-001",1500.0,80.0,346563.918,0.0,0.0,346563.918,347313.918,0.0,0.0,347313.918,348063.918,0.0,0.0,348063.918,0.0,-4500.0,-256063.236,0.0,-4500.0,-255313.236,0.0,-4500.0,-254563.236
"HBL","200","Crm","EMR","Cav","002","","","HBL-200Crm:EMR-Cav-002",1500.0,80.0,348063.918,0.0,0.0,348063.918,348813.918,0.0,0.0,348813.918,349563.918,0.0,0.0,349563.918,0.0,-4500.0,-254563.236,0.0,-4500.0,-253813.236,0.0,-4500.0,-253063.236
"HBL","200","Crm","EMR","Cav","003","","","HBL-200Crm:EMR-Cav-003",1500.0,80.0,349563.918,0.0,0.0,349563.918,350313.918,0.0,0.0,350313.918,351063.918,0.0,0.0,351063.918,0.0,-4500.0,-253063.236,0.0,-4500.0,-252313.236,0.0,-4500.0,-251563.236
"HBL","200","Crm","EMR","Cav","004","","","HBL-200Crm:EMR-Cav-004",1500.0,80.0,351063.918,0.0,0.0,351063.918,351813.918,0.0,0.0,351813.918,352563.918,0.0,0.0,352563.918,0.0,-4500.0,-251563.236,0.0,-4500.0,-250813.236,0.0,-4500.0,-250063.236
"HBL","200","Crm","","Drf","002","","","",293.8,50.0314,352563.918,0.0,0.0,352563.918,352710.818,0.0,0.0,352710.818,352857.718,0.0,0.0,352857.718,0.0,-4500.0,-250063.236,0.0,-4500.0,-249916.336,0.0,-4500.0,-249769.436
"HBL","210","LWU","","Drf","001","","","",251.2,50.0,352857.718,0.0,0.0,352857.718,352983.318,0.0,0.0,352983.318,353108.918,0.0,0.0,353108.918,0.0,-4500.0,-249769.436,0.0,-4500.0,-249643.836,0.0,-4500.0,-249518.236
"HBL","210","LWU","PBI","BLM","001","BLM1","ICBLM","HBL-210LWU:PBI-BLM-001",0.0,50.0,353108.918,0.0,0.0,353108.918,353108.918,0.0,0.0,353108.918,353108.918,0.0,0.0,353108.918,0.0,-4500.0,-249518.236,0.0,-4500.0,-249518.236,0.0,-4500.0,-249518.236
"HBL","210","LWU","BMD","QH","001","","","HBL-210LWU:BMD-QH-001",350.0,50.0,353108.918,0.0,0.0,353108.918,353283.918,0.0,0.0,353283.918,353458.918,0.0,0.0,353458.918,0.0,-4500.0,-249518.236,0.0,-4500.0,-249343.236,0.0,-4500.0,-249168.236
"HBL","210","LWU","","Drf","002","","","",608.0,50.0,353458.918,0.0,0.0,353458.918,353762.918,0.0,0.0,353762.918,354066.918,0.0,0.0,354066.918,0.0,-4500.0,-249168.236,0.0,-4500.0,-248864.236,0.0,-4500.0,-248560.236
"HBL","210","LWU","BMD","CX","001","","","HBL-210LWU:BMD-CX-001",0.0,50.0,354066.918,0.0,0.0,354066.918,354066.918,0.0,0.0,354066.918,354066.918,0.0,0.0,354066.918,0.0,-4500.0,-248560.236,0.0,-4500.0,-248560.236,0.0,-4500.0,-248560.236
"HBL","210","LWU","","Drf","003","","","",82.2,50.0,354066.918,0.0,0.0,354066.918,354108.018,0.0,0.0,354108.018,354149.118,0.0,0.0,354149.118,0.0,-4500.0,-248560.236,0.0,-4500.0,-248519.136,0.0,-4500.0,-248478.036
"HBL","210","LWU","PBI","BPM","001","BPM6","BPM","HBL-210LWU:PBI-BPM-001",0.0,50.0,354149.118,0.0,0.0,354149.118,354149.118,0.0,0.0,354149.118,354149.118,0.0,0.0,354149.118,0.0,-4500.0,-248478.036,0.0,-4500.0,-248478.036,0.0,-4500.0,-248478.036
"HBL","210","LWU","","Drf","004","","","",39.8,50.0,354149.118,0.0,0.0,354149.118,354169.018,0.0,0.0,354169.018,354188.918,0.0,0.0,354188.918,0.0,-4500.0,-248478.036,0.0,-4500.0,-248458.136,0.0,-4500.0,-248438.236
"HBL","210","LWU","BMD","QV","001","","","HBL-210LWU:BMD-QV-001",350.0,50.0,354188.918,0.0,0.0,354188.918,354363.918,0.0,0.0,354363.918,354538.918,0.0,0.0,354538.918,0.0,-4500.0,-248438.236,0.0,-4500.0,-248263.236,0.0,-4500.0,-248088.236
"HBL","210","LWU","PBI","BLM","002","BLM1","ICBLM","HBL-210LWU:PBI-BLM-002",0.0,50.0,354538.918,0.0,0.0,354538.918,354538.918,0.0,0.0,354538.918,354538.918,0.0,0.0,354538.918,0.0,-4500.0,-248088.236,0.0,-4500.0,-248088.236,0.0,-4500.0,-248088.236
"HBL","210","LWU","","Drf","005","","","",251.2,50.0,354538.918,0.0,0.0,354538.918,354664.518,0.0,0.0,354664.518,354790.118,0.0,0.0,354790.118,0.0,-4500.0,-248088.236,0.0,-4500.0,-247962.636,0.0,-4500.0,-247837.036
"HBL","210","LWU","PBI","BLM","003","BLM1","ICBLM","HBL-210LWU:PBI-BLM-003",0.0,50.0,354790.118,0.0,0.0,354790.118,354790.118,0.0,0.0,354790.118,354790.118,0.0,0.0,354790.118,0.0,-4500.0,-247837.036,0.0,-4500.0,-247837.036,0.0,-4500.0,-247837.036
